Nr,sy,sm,monthWritten,sd,em,ed,date,date,ID,folio,Datierung ,,Empfaenger,Absender,type,theme,Quelle,,Antwort,Kommentar,Bürgermeisterfrage,,,,,,,,,,,,,,,,
7676,1453,11,November,14,Dezember,12,#REF!,#REF!,BER4929,[fol. 217v],1453 Dez. 6,,Nürnberg,Rothenburg,Antwort,"von C[onz] Hertlins eins plinden wegen, der hie im loch gelegen ist.","Item ein antwort von Rotemburg, von C[onz] Hertlins eins plinden wegen, der hie im loch gelegen ist.",,,,,,,,,,,,,,,,,,,,
7678,1453,11,November,14,Dezember,12,#REF!,#REF!,BER4930,[fol. 217v],,,Nürnberg,Weissenburg,Brief,von der offnung wegen des rechten zwischen in und Heinrichen Zennger.,"Item ein brief von Weiss(enburg), von der offnung wegen des rechten zwischen in und Heinrichen Zennger.",,1453 Dez. 9,,,,,,,,,,,,,,,,,,
7680,1453,11,November,14,Dezember,12,#REF!,#REF!,BER4931,[fol. 217v],,,Nürnberg,Jörg Gebsettel,Brief,"von Anna Wechslerin wegen, B. Sleibig zu Tettelbach anrurend.","Item ein brief von Jorgen Gebsettel, von Anna Wechslerin wegen, B. Sleibig zu Tettelbach anrurend.",,1453 Dez. 23,,,,,,,,,,,,,,,,,,
7682,1453,11,November,14,Dezember,12,#REF!,#REF!,BER4932,[fol. 217v],,,Nürnberg,Johann zu Abensperg,Brief,von Wilhelm wegen von Weydelhofen.,"Item ein brief von hern Johann, herren zu Abensperg, von Wilhelm wegen von Weydelhofen.",,,,,,,,,,,,,,,,,,,,
7683,1453,11,November,14,Dezember,12,#REF!,#REF!,,[fol. 218r],,,,,,,,,,,,,,,,,,,,,,,,,,,
7684,1453,11,November,14,Dezember,12,#REF!,#REF!,BER4933,[fol. 218r],,,Nürnberg,Hans Loher von Dinkelsbühl,Brief,"Hans Im Hof, Pangr(acien) sun, anrurend.","Item ein brief von Hannsen Loher von Dinckelspuhel, Hannsen Im Hof, Pangr(acien) sun, anrurend.",,,,,,,,,,,,,,,,,,,,
7685,1453,11,November,14,Dezember,12,#REF!,#REF!,BER4934,[fol. 218r],,,Nürnberg,Sigmund von Seckendorf,Brief,von C[ontz] Wagners wegen.,"Item aber i brief von Sigmund von Sekend(orf), von C[ontz] Wagners wegen.",,1453 Dez. 12,,,,,,,,,,,,,,,,,,
7687,1453,11,November,14,Dezember,12,#REF!,#REF!,BER4935,[fol. 218r],,,Nürnberg,Bischof von Eichstätt,Brief,Jörg Lengfelder anrurend.,"Item ein brief von unserm herren von Eystet, Jorgen Lengfelder anrurend.",,1453 Dez. 12,,,,,,,,,,,,,,,,,,
7689,1453,11,November,14,Dezember,12,#REF!,#REF!,BER4936,[fol. 218r],,,Nürnberg,Graf Gunthern von Mansfeldt,Brief,"von Heintzen Ortlins wegen, die von Ysleuben anrurend.","Item ein brief von graf Gunthern von Mansfeldt, von Heintzen Ortlins wegen, die von Ysleuben anrurend.",,1453 Dez. 12 und 1453 Dez. 18 ,BB 24/102v und 1453 Dez. 18 BB 24/109r.,,,,,,,,,,,,,,,,,
7691,1453,11,November,14,Dezember,12,#REF!,#REF!,BER4937,[fol. 218r],,,Nürnberg,Ulm,Brief,"mit einer eingeslossen abschrift, Jorgen Auers sachen anrurend.","Item ein brief von Ulm, mit einer eingeslossen abschrift, Jorgen Auers sachen anrurend.",,,,,,,,,,,,,,,,,,,,
7692,1453,11,November,14,Dezember,12,#REF!,#REF!,BER4938,[fol. 218r],,,Nürnberg,Jacob,Brief,"Erzb(ischof) zu Tryer, seine rete zu warnen und ze geleiten.","Item ein brief von hern Jacoben, ertzb(ischof) zu Tryer, seine rete zu warnen und ze geleiten.",,1453 Dez. 8,,,,,,,,,,,,,,,,,,
7694,1453,11,November,14,Dezember,12,#REF!,#REF!,BER4939,[fol. 218r],1453 Dez. 4,,Nürnberg,Schweinfurt,Antwort,von der leiptinger wegen.,"Item ein antwort von Sweinfurt, von der leiptinger wegen.",,,,,,,,,,,,,,,,,,,,
7696,1453,11,November,14,Dezember,12,#REF!,#REF!,BER4940,[fol. 218r],,,Nürnberg,Jörg Erlbecken,Brief,aber von der juden wegen.,"Item ein brief von Jorgen Erlbecken, aber von der juden wegen.",,,,,,,,,,,,,,,,,,,,
7697,1453,11,November,14,Dezember,12,#REF!,#REF!,,[fol. 218v],,,,,,,,,,,,,,,,,,,,,,,,,,,
7698,1453,12,Dezember,12,1454,Januar,1453 Dezember 12|1454 Januar 9,1453 Dezember 12|1454 Januar 9,,[fol. 218v],,,,,,,,,,,Burgermeister her Conrat Pawmg(artner) und Ort(olf) Stromer feria iiiia ante Lucie anno liii°.,,,,,,,,,,,,,,,,
7700,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4941,[fol. 218v],,,Nürnberg,Hans von Burck,Antwort,,"Item von Hannsen von Burck i antwurt, in auß unserm achtpuch ze tun.",,1453 Dez. 13,,,,,,,,,,,,,,,,,,
7702,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4942,[fol. 218v],,,Nürnberg,,,,"Item ein schrifte an Symon Frewler, des von Quernfurt vehde, gen uns furg(enomen), antreffend.",,1453 Dez. 14,Vom Schreiber Adressat und Empfänger verwechselt. Vgl. Schreiben an Brun von Querfurt 1453 Dez. 14 BB 24/106r-v.,,,,,,,,,,,,,,,,,
7704,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4943,[fol. 218v],,,Nürnberg,Rothenburg,Brief,von etlicher warnung wegen unser veynde.,"Item ein brief von Rotenburg, von etlicher warnung wegen unser veynde.",,1453 Dez. 14,,,,,,,,,,,,,,,,,,
7706,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4944,[fol. 218v],,,Nürnberg,Albrecht von Vestenberg,Brief,begernde im tag gen den von Windsheim ze setzen.,"Item ein brief von Albrecht von Vestenberg, begernde im tag gen den von Windsheim ze setzen.",,1453 Dez. 14,,,,,,,,,,,,,,,,,,
7708,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4945,[fol. 218v],,,Nürnberg,Windsheim,Brief,ad idem.,Item ein brief von Windsheim ad idem.,,1453 Dez. 14,,,,,,,,,,,,,,,,,,
7710,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4946,[fol. 218v],,,Nürnberg,Herdegen Holtzschuher,Brief,,"Ein brief von Herdegen Holtzsch(uher), begernde, im geleite ze geben.",,Antwort,,,,,,,,,,,,,,,,,,
7712,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4947,[fol. 218v],,,Nürnberg,Doktor Gregor,Brief,"Hans Coler und Jorgen Derrer von Lanndshut, in hertzog Albrecht und unsern sachen.","Item ein brief von doctor Gregorien, Hannsen Coler und Jorgen Derrer von Lanndshut, in hertzog Albrecht und unsern sachen.",,,,,,,,,,,,,,,,,,,,
7713,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4948,[fol. 218v],,,Nürnberg,Beyrrut,Urteil,,Item ein urteil von Beyrrut.,,,,,,,,,,,,,,,,,,,,
7714,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4949,[fol. 218v],1453 Dez. 6,,Nürnberg,"Graf Emichen, Vitztum",Brief,von der iim [2000] gulden wegen etc.,"Item ein brief von graf Emichen, vitztum etc., von der iim [2000] gulden wegen etc.",,,,,,,,,,,,,,,,,,,,
7716,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4950,[fol. 218v],,,Nürnberg,Heinrich Rewssen von Plauen dem Jungen,Förderbrief,von Paul Abts wegen.,"Item ein furderbrief von hern Heinrich Rewssen von Plawen etc. dem jungen, von Paul Abts wegen. ",,,,,,,,,,,,,,,,,,,,
7717,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4950a,[fol. 218v],,,Nürnberg,Graf Ernst von Gleichen,Brief,,Desgleichen einer von graf Ernsten von Gleichen in eodem facto.,,,,,,,,,,,,,,,,,,,,
7718,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,,[fol. 219r],,,,,,,,,,,,,,,,,,,,,,,,,,,
7719,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4951,[fol. 219r],,,Nürnberg,Herzog Wilhelm von Sachsen,Brief; mehrere Weiterleitungen,"mit zwen beygesandten brieven, einer von graf Heinrich von Swartzpurg, der ander von Hannsen von Presla, denselben Hannsen anrurend.","Item ein brief von hertzog Wilhelm von Sachssen, mit zwen beygesandten brieven, einer von graf Heinrich von Swartzpurg, der ander von Hannsen von Presla, denselben Hannsen anrurend.",,1453 Dez. 17,,,,,,,,,,,,,,,,,,
7721,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4952,[fol. 219r],1453 Dez. 12,,Nürnberg,Bischof von Eichstätt,Antwort,von Jorgen Lengfelders wegen.,"Item ein antwort von meinem hern von Eystet, von Jorgen Lengfelders wegen.",,,,,,,,,,,,,,,,,,,,
7723,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4953,[fol. 219r],,,Nürnberg,licenciaten von hove cum excusacionibus vacuis.,,,Item ein brief von licenciaten von hove cum excusacionibus vacuis,,,,,,,,,,,,,,,,,,,,
7724,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4954,[fol. 219r],,,Nürnberg,Eger,Brief,von einer urteil wegen.,"Item ein brief von Eger, von einer urteil wegen.",,,,,,,,,,,,,,,,,,,,
7725,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4955,[fol. 219r],,,Nürnberg,Ulm,Brief,"von der gewelt wegen in der Otingischen sach, wen sie von unsern wegen darein setzen sullen.","Item ein brief von Ulm, von der gewelt wegen in der Otingischen sach, wen sie von unsern wegen darein setzen sullen.",,1453 Dez. 18,,,,,,,,,,,,,,,,,,
7727,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4956,[fol. 219r],,,Nürnberg,Markgraf Albrecht,Brief,von Heintzen Schutzen wegen von Eschenbach.,"Item ein brief von marggraf Albrecht etc., von Heintzen Schutzen wegen von Eschenbach.",,1453 Dez. 17,,,,,,,,,,,,,,,,,,
7729,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4957,[fol. 219r],,,Nürnberg,Ruprecht,Brief,"Bischof von Straspurg, von Peter Zachssen und Heinrich Keynachers seligen wegen.","Item ein brief von hern Ruprecht, bischof zu Straspurg, von Peter Zachssen und Heinrich Keynachers seligen wegen.",,1453 Dez. 20,,,,,,,,,,,,,,,,,,
7731,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4958,[fol. 219r],,,Nürnberg,Ulm,Brief,"von Gibitz wegen von Geppingen, von des lanntgerichts wegen.","Item ein brief von Ulm, von Gibitz wegen von Geppingen, von des lanntgerichts wegen.",,,,,,,,,,,,,,,,,,,,
7732,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4959,[fol. 219r],,,Nürnberg,Sigmund von Sekendorf,Brief,von C[ontz] Wagners wegen.,"Item aber ein brief von Sigmund von Sek(endorf), von C[ontz] Wagners wegen.",,,,,,,,,,,,,,,,,,,,
7733,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4960,[fol. 219r],,,Nürnberg,Newkirchen,Brief,"F. Adelman zu Lindelbach und Gotz Wüsten, von banns wegen, anrurend.","Item aber ein brief vom rate zu Newkirchen, F. Adelman zu Lindelbach und Gotz Wüsten, von banns wegen, anrurend.",,,,,,,,,,,,,,,,,,,,
7734,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4961,[fol. 219r],,,Nürnberg,Hersbruck,Brief,von C. Wagners wegen von Rantzendorf und dem Mertin zu Weygenhof.,"Item ein brief von Herspruck, von C. Wagners wegen von Rantzendorf und dem Mertin zu Weygenhof.",,,,,,,,,,,,,,,,,,,,
7735,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,,[fol. 219v],,,,,,,,,,,,,,,,,,,,,,,,,,,
7736,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4962,[fol. 219v],,,Nürnberg,Heinrich von Absperg,Brief,"antreffend den hanndel zu Mungnaw, den vogt zu Windspach ze pitten.","Item ein brief von Heinrich von Absperg, antreffend den hanndel zu Mungnaw, den vogt zu Windspach ze pitten.",,,,,,,,,,,,,,,,,,,,
7737,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4963,[fol. 219v],,,Nürnberg,Graf Hansen von Wertheim,Brief,"von Hannsen Adlers wegen, Hannsen Newberger antreffend.","Item ein brief von graf Hansen von Wertheim, von Hannsen Adlers wegen, Hannsen Newberger antreffend.",,,,,,,,,,,,,,,,,,,,
7738,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4964,[fol. 219v],,,Nürnberg,Bohuslaw vom Zeberg,Brief,"von seins dieners wegen, des Zebingers, im geleit zu geben.","Item ein brief von hern Bohuslaw vom Zeberg, von seins dieners wegen, des Zebingers, im geleit zu geben.",,1453 Dez. 20,,,,,,,,,,,,,,,,,,
7740,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4965,[fol. 219v],1453 Dez. 7,,Nürnberg,Bischof von Würzburg,Brief,"von Heintzen Geylings wegen, den Eysenmanger antreffend.","Item ein brief von meinem hern von Wirtzpurg, von Heintzen Geylings wegen, den Eysenmanger antreffend.",,,,,,,,,,,,,,,,,,,,
7742,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4966,[fol. 219v],,,Nürnberg,Ruprecht Haller,Brief,"von unser freyheit wegen, die zu bestetten.","Item aber ein brief von Ruprecht Haller, von unser freyheit wegen, die zu bestetten.",,,,,,,,,,,,,,,,,,,,
7743,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4967,[fol. 219v],,,Nürnberg,Esslingen,Bittbrief,in doctor Gregorien oder unser ratspotschaft zu dem tage zu Lanndshut ze leihen.,"Item ein betbrief von Eslingen, in doctor Gregorien oder unser ratspotschaft zu dem tage zu Lanndshut ze leihen.",,1453 Dez. 20,,,,,,,,,,,,,,,,,,
7745,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4968,[fol. 219v],,,Nürnberg,Heinrich Beyrstorf,Brief,"procur(ator) imperii, sich erpietend zu unserm anwalt am keiserlichen hove.","Item ein brief von Heinrich Beyrstorf, procur(ator) imperii, sich erpietend zu unserm anwalt am keiserlichen hove.",,,,,,,,,,,,,,,,,,,,
7746,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4969,[fol. 219v],,,Nürnberg,Bernheim,Brief,"von Hannsen Ultzfelders, irs schultheiß, wegen, Jeronimus Topler anrurend.","Item ein brief von Bernheim, von Hannsen Ultzfelders, irs schultheiß, wegen, Jeronimus Topler anrurend.",,,,,,,,,,,,,,,,,,,,
7747,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4970,[fol. 219v],,,Nürnberg,Rothenburg,Warnung,"in unser freiheit und das lanntgericht ein abschrifte ze schicken, und ir potschaft am keiserlichen hof furderlich ze erscheinen.","Item ein warnungbrief von Rotemburg ab eisdem, in unser freiheit und das lanntgericht ein abschrifte ze schicken, und ir potschaft am keiserlichen hof furderlich ze erscheinen.",,,,,,,,,,,,,,,,,,,,
7748,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4971,[fol. 219v],,,Nürnberg,Jörg und Erkinger von Sawnsheim,Brief,Hans Harnasch anrurend.,"Item ein brief von Jorgen und Erk(inger) von Sawns(heim), Hannsen Harnasch anrurend.",,,,,,Burgermeister her Hanns Coler und her Anthoni Tucher feria quarta Dorothee anno lo quarto.,,,,,,,,,,,,,,
7749,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,,[fol. 220r],,,,,,,,,,,,,,,,,,,,,,,,,,,
7750,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4972,[fol. 220r],,,Nürnberg,Weissenburg,Brief,,"Item zwei brief von Weiss(enburg), einer von der beschedigung wegen, den jungen von Otingen anrurend. ",,,,,,,,,,,,,,,,,,,,
7751,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4972a,[fol. 220r],1453 Dez. 18 und 1453 Dez. 24,BB 24/108r (Oettingen) und 1453 Dez. 24 BB 24/112v (Burck).,Nürnberg,Weissenburg,Brief,,"Der ander von Hannsen von Burks sachen wegen, im keiserlichen hof hang(end).",,,,,,,,,,,,,,,,,,,,
7753,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4973,[fol. 220r],,,Nürnberg,C. Och,Brief,F. Rewßen und Hannsen Hofler von Pruck anrurend.,"Item ein brief von C. Och, F. Rewßen und Hannsen Hofler von Pruck anrurend.",,,,,,,,,,,,,,,,,,,,
7754,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4974,[fol. 220r],,,Nürnberg,Dinkelsbühl,Dankbrief,"mit begerung, ir potschaft im keyserlichen hof der unsern zu bevelhen.","Item ein dannkbrief von Dinkelspuhel, mit begerung, ir potschaft im keyserlichen hof der unsern zu bevelhen.",,,,,,,,,,,,,,,,,,,,
7755,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4975,[fol. 220r],,,Nürnberg,Bischof vonWürzburg,Brief,"Jacob, juden, anrurend.","Item ein brief von unserm hern von W[irtzpurg], Jacob, juden, anrurend.",,,,,,,,,,,,,,,,,,,,
7756,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4976,[fol. 220r],,,Nürnberg,Meister Johann Trost,Brief,"König Laslaws artzt, etlich sein schuldiger anrurend.","Item ein brief von meister Johann Trost, kung Laslaws artzt, etlich sein schuldiger anrurend.",,,,,,,,,,,,,,,,,,,,
7757,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4977,[fol. 220r],,,Nürnberg,Jörg Gebsettel,Brief,Anna Wechslerin anrurend.,"Item ein brief von Jorgen Gebsettel, Anna Wechslerin anrurend.",,1453 Dez. 23,,,,,,,,,,,,,,,,,,
7759,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4978,[fol. 220r],,,Nürnberg,Bartholomeus von Bibra,Brief,"mit einer beygesandten besigelten schrifte von Westvalen, Coburg und etlich ander stett, hertzog Wilh(elm) anrurend.","Item ein brief von Barth(olomeus) von Bibra, mit einer beygesandten besigelten schrifte von Westvalen, Coburg und etlich ander stett, hertzog Wilh(elm) anrurend.",,,,,,,,,,,,,,,,,,,,
7760,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4979,[fol. 220r],,,Nürnberg,Philips,Brief,"Graf zu Hennberg, tumhern zu Bamberg, von Hannsen Odenbergers wegen.","Item ein brief von hern Philips, grave zu Hennberg, tumhern zu Bamberg, von Hannsen Odenbergers wegen.",,1453 Dez. 27,,,,,,,,,,,,,,,,,,
7762,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4980,[fol. 220r],1453 Dez. 21 und 1453 Dez. 22,,Nürnberg,Ulm,mehrere Briefe,"einer Hansen von Rechperg, der ander Jorgen Auer anrurend.","Item zwen brief von Ulm, einer Hansen von Rechperg, der ander Jorgen Auer anrurend.",,1453 Dez. 28,,,,,,,,,,,,,,,,,,
7764,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4981,[fol. 220r],,,Nürnberg,Prag,lateinischer Brief,"von Vitta Vincentzin, irer burgerin, wegen.","Item ein lateinisch brief von Prag, von Vitta Vincentzin, irer burgerin, wegen.",,1453 Dez. 27,,,,,,,,,,,,,,,,,,
7766,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4982,[fol. 220r],,,Nürnberg,"Schenk Philips, Vitztum",Brief,"von Smohel, juden, wegen.","Item ein brief von Schenk Philips, vitztum etc., von Smohel, juden, wegen.",,,,,,,,,,,,,,,,,,,,
7767,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4983,[fol. 220r],,,Nürnberg,licenciaten in certis agendis nostris.,,,Item ein brief von licenciatem in certis agendis nostris.,,,,,,,,,,,,,,,,,,,,
7768,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,,[fol. 220v],,,,,,,,,,,,,,,,,,,,,,,,,,,
7769,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4984,[fol. 220v],,,Nürnberg,Jobst vom Rotenhan,Brief,Jörg Lengfelder antreffend.,"Item ein brief von Jobsten vom Rotenhan, Jorgen Lengfelder antreffend.",,,,,,,,,,,,,,,,,,,,
7770,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4985,[fol. 220v],,,Nürnberg,Hans Popolaner,Brief,sich mit uns wider unser veynde zuverpflichten.,"Item ein brief von Hansen Popolaner, sich mit uns wider unser veynde zuverpflichten.",,,,,,,,,,,,,,,,,,,,
7771,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4986,[fol. 220v],1453 Dez. 20,,Nürnberg,Esslingen,Dankbrief,von unsers doctors und ratsfrund wegen.,"Item ein danckbrief von Eßlingen, von unsers doctors und ratsfrund wegen.",,,,,,,,,,,,,,,,,,,,
7773,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4987,[fol. 220v],,,Nürnberg,den pawrn zu Dornpontz,Bittbrief,von des vorsthabern wegen.,"Item ein betbrief von den pawrn zu Dornpontz, von des vorsthabern wegen.",,,,,,,,,,,,,,,,,,,,
7774,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4988,[fol. 220v],,,Nürnberg,Mathes Slick,Brief,von der halben judenstur wegen.,"Item aber ein brief von hern Mathes Slick, von der halben judenstur wegen.",,1453 Dez. 31,,,,,,,,,,,,,,,,,,
7776,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4989,[fol. 220v],,,Nürnberg,König Lasla; Herzog Albrecht von Österreich; Herzog Ludwig von Bayern; etc.,mehrere Briefe,,"Item etwemenig brief zusamen gepunden, von kung Lasla, hertzog Albrecht von Osterr(eich), hertzog Ludwig von Beyrn etc., in der Waldenfelser sach.",,,,,,,,,,,,,,,,,,,,
7777,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4990,[fol. 220v],,,Nürnberg,Nördlingen,Brief,"von des tags wegen zu Munchen, in Jorgen Auers sachen.","Item ein brief von Nord(lingen), von des tags wegen zu Munchen, in Jorgen Auers sachen.",,1454 Jan. 2,,,,,,,,,,,,,,,,,,
7779,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4991,[fol. 220v],,,Nürnberg,Weissenburg,Brief,"ir sache, mit Hannsen von Burck im keiserlichen hove zu hanndeln, anrurend.","Item ein brief von Weiss(enburg), ir sache, mit Hannsen von Burck im keiserlichen hove zu hanndeln, anrurend.",,,,,,,,,,,,,,,,,,,,
7780,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4992,[fol. 220v],,,Nürnberg,Augsburg,Brief,von Seitzen Feldlers wegen.,"Item ein brief von Augspurg, von Seitzen Feldlers wegen.",,,,,,,,,,,,,,,,,,,,
7781,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4993,[fol. 220v],,,Nürnberg,Braunschweig,Brief,"hern Bernden, irm caplan, ic gulden ze leihen.","Item ein brief von Prawnsweig, hern Bernden, irm caplan, ic gulden ze leihen.",,,,,,,,,,,,,,,,,,,,
7782,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4994,[fol. 220v],,,Nürnberg,Bernheim,Brief,darin sie uns den tag von Hansen Dietzen und seins suns wegen gen den Tutschen Hern zuschreiben.,"Item ein brief von Bernheim, darin sie uns den tag von Hansen Dietzen und seins suns wegen gen den Tutschen Hern zuschreiben.",,,,,,,,,,,,,,,,,,,,
7783,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,,[fol. 221r],,,,,,,,,,,,,,,,,,,,,,,,,,,
7784,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4995,[fol. 221r],,,Nürnberg,Würzburg,Förderbrief,"von Hannsen Leisters, irs burgers, wegen.","Item ein furderbrief von Wirtzpurg, von Hannsen Leisters, irs burgers, wegen.",,,,,,,,,,,,,,,,,,,,
7785,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4996,[fol. 221r],,,Nürnberg,Bern,Brief,"von Hannsen Permeters wegen, Hannsen Smid von Velkirch anrurend.","Item ein brief von Bern, von Hannsen Permeters wegen, Hannsen Smid von Velkirch anrurend.",,,,,,,,,,,,,,,,,,,,
7786,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4997,[fol. 221r],,,Nürnberg,Konrad von Lentersheim,Brief,"von Peter Stiglers wegen, Jeronimus Kreß anrurend.","Item ein brief von Conrat von Lentersh(eim), von Peter Stiglers wegen, Jeronimus Kreß anrurend.",,,,,,,,,,,,,,,,,,,,
7787,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4998,[fol. 221r],,,Nürnberg,Bischof von Bamberg,Brief,"von maister Michel Augenartzts wegen, :von: Margr(eden), seine swester, anrurend, ein getauft judin.","Item ein brief von dem b(ischof) zu Bamberg, von maister Michel Augenartzts wegen, :von: Margr(eden), seine swester, anrurend, ein getauft judin.",,1454 Febr. 4,,,,,,,,,,,,,,,,,,
7789,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER4999,[fol. 221r],,,Nürnberg,Bamberg,Kredenz,,"Item ein credentz uf maister Stephanen Camermeister, von unserm hern von Bamberg etc.",,,,,,,,,,,,,,,,,,,,
7790,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER5000,[fol. 221r],,,Nürnberg,"Konrad Mecher, Pfleger zum Behmstein",Brief,von Lannghansen wegen.,"Item ein brief von Conrat Mecher, pfleger zum Behmstein, von Lannghansen wegen.",,,,,,,,,,,,,,,,,,,,
7791,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER5001,[fol. 221r],,,Nürnberg,Herdegen,Bittbrief,,"Item ein petbrief von Herdegen, im gen unserm hern von Sachssen, von seiner scheden wegen, furderlich zu erscheinen.",,,,,,,,,,,,,,,,,,,,
7792,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER5002,[fol. 221r],,,Nürnberg,Herzog Ludwig,Brief,"von Ulrichs von Puch wegen, David, juden, antreffend.","Item ein brief von hertzog L[udwig], von Ulrichs von Puch wegen, David, juden, antreffend.",,,,,,,,,,,,,,,,,,,,
7793,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER5003,[fol. 221r],,,Nürnberg,"Cunen Lengfelder, Rentmeister zur Weiden",Brief,"Jorgen Haller und Hegnein, von etlich zins wegen uf hemern zu Lauf, anrurend.","Item ein brief von Cunen Lengfelder, renntmeister zur Weyden, Jorgen Haller und Hegnein, von etlich zins wegen uf hemern zu Lauf, anrurend.",,,,,,,,,,,,,,,,,,,,
7794,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER5004,[fol. 221r],,,Nürnberg,Contz Johel,Brief,,"Item brief von Contzen Johel, Jorgen Tetzl anrurend, und die antwurt darinne verslossen.",,1454 Jan. 3,,,,,,,,,,,,,,,,,,
7796,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER5005,[fol. 221r],,,Nürnberg,Markgraf Albrecht,Brief,"die leiptinger von des verfallen leiptings wegen, und dabey ein manbrief an hern Sigmunden von Lenterßheim.","Item ein brief von marggraf Albrecht, die leiptinger von des verfallen leiptings wegen, und dabey ein manbrief an hern Sigmunden von Lenterßheim.",,,,,,,,,,,,,,,,,,,,
7797,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,,[fol. 221v],,,,,,,,,,,,,,,,,,,,,,,,,,,
7798,1453,12,Dezember,12,1454,Januar,#REF!,#REF!,BER5006,[fol. 221v],,,Nürnberg,pfaltzgraven,Brief,im unser soldner engegen ze schicken.,"Item ein brief von unserm hern pfaltzg(raven), im unser soldner engegen ze schicken.",,,,,,,,,,,,,,,,,,,,
